lastWorkCompany,equivalence,count,equals
Representaciones Quimica Europea,Representaciones Quimica Europea,1,TRUE
Representaciones Rodul S.A.C.,Representaciones Rodul S.A.C.,1,TRUE
Representaciones Servito Sac,Representaciones Servito Sac,2,TRUE
Representaciones Techlab S.A.C,Representaciones Techlab S.A.C,1,TRUE
Reprodata S.A.C.,Reprodata S.A.C.,2,TRUE
Repsa,Repsa,1,TRUE
Repsol,Repsol Sa,2,FALSE
Repsol Peru,Repsol Sa,1,FALSE
Repsol Sa,Repsol Sa,1,TRUE
Research Center For Biomedical Technology And Robotics,Research Center For Biomedical Technology And Robotics,1,TRUE
Residence Lounge Bar,Residence Lounge Bar,1,TRUE
Resistencias Kmj,Resistencias Kmj,1,TRUE
Resiter Peru,Resiter Peru,1,TRUE
Restaurante El Buen Gusto Del Jockey Club Del Peru,Restaurante El Buen Gusto Del Jockey Club Del Peru,3,TRUE
Restaurante Matria,Restaurante Matria,2,TRUE
Restaurante Polleria D'Primavera,Restaurante Polleria D'Primavera,1,TRUE
Restaurantes,Restaurantes,1,TRUE
Reuse Peru,Reuse Peru,1,TRUE
Revalion,Revalion,1,TRUE
Revenue Sac,Revenue Sac,1,TRUE
Revista Casa Digital Sac,Revista Casa Digital Sac,1,TRUE
Revista Stakeholders,Revista Stakeholders,1,TRUE
Revista Sudor,Revista Sudor,1,TRUE
Reyplast,Reyplast,1,TRUE
Reysac,Reysac,1,TRUE
Ria Computing Services,Ria Computing Services,1,TRUE
Richard Express Sac,Richard Express Sac,1,TRUE
Ricoh,Ricoh,4,TRUE
Ricoh Del Peru,Ricoh Del Peru,1,TRUE
Rimac Seguros,Rimac Seguros,21,TRUE
Rimac Seguros Y Reaseguros,Rimac Seguros,9,FALSE
Rin Agency,Rin Agency,1,TRUE
Rintisa,Rintisa,1,TRUE
Rio Pacifico Sac,Rio Pacifico Sac,1,TRUE
Ripconciv,Ripconciv,1,TRUE
Ripley,Ripley S.A,7,FALSE
Ripley S. A,Ripley S.A,1,FALSE
Ripley S.A,Ripley S.A,2,TRUE
Ripley Y Falabella,Ripley S.A,1,FALSE
Riva Consultores &Amp; Asociados,Riva Consultores &Amp; Asociados,1,TRUE
Rivercon,Rivercon,3,TRUE
Rl Agro Business Sac,Rl Agro Business Sac,1,TRUE
Rmg,Rmg,10,TRUE
Robertscup (Riff&Amp;Raff),Robertscup (Riff&Amp;Raff),1,TRUE
Robin Delivery,Robin Delivery,1,TRUE
Roca Peru,Roca Peru,1,TRUE
Roditex S.A.C.,Roditex S.A.C.,2,TRUE
Rodlima,Rodlima,1,TRUE
Roldem Peru S.A.C.,Roldem Peru S.A.C.,1,TRUE
Rosa Clara Valencia,Rosa Clara Valencia,1,TRUE
Rosen Peru Sa,Rosen Peru Sa,1,TRUE
Royal Prestige,Royal Prestige,2,TRUE
Royal Systems,Royal Systems,2,TRUE
Rp Ambiental Sac,Rp Ambiental Sac,1,TRUE
Rpa Latam,Rpa Latam,3,TRUE
Rrn Consulting,Rrn Consulting,1,TRUE
Rs Bps Sarrio &Amp; Asociados,Rs Bps Sarrio &Amp; Asociados,1,TRUE
Rsk Consulting,Rsk Consulting,1,TRUE
Rsm Peru,Rsm Peru S.A.C.,2,FALSE
Rsm Peru S.A.C.,Rsm Peru S.A.C.,1,TRUE
Rubros Sac,Rubros Sac,1,TRUE
Rules Cube,Rules Cube,1,TRUE
Rumi Import S.A. - Grupo Metalindustrias,Rumi Import S.A. - Grupo Metalindustrias,1,TRUE
Rupisol,Rupisol,1,TRUE
Rupo Consigue Ventas E.I.R.L,Rupo Consigue Ventas E.I.R.L,1,TRUE
Rustica,Rustica,2,TRUE
Ruta Tec,Ruta Tec,1,TRUE
Rutta Sac,Rutta Sac,2,TRUE
Rvc,Rvc,1,TRUE
Rx Tecompany,Rx Tecompany,1,TRUE
Rxtecompany,Rx Tecompany,1,FALSE
Ryc Consulting,Ryc Consulting,1,TRUE
Rym Fumymser,Rym Fumymser,1,TRUE
S.G Natclar,S.G Natclar,1,TRUE
S10,S10,1,TRUE
Sacs Ingenieros,Sacs Ingenieros,1,TRUE
Sacyr Industrial S.A.C.,Sacyr Industrial S.A.C.,1,TRUE
Saekom,Saekom,1,TRUE
Safed Sac,Safed Sac,11,TRUE
Safetypay,Safetypay,1,TRUE
Saga Falabella,Falabella Tecnologia Peru S.A.C,5,FALSE
Saga Falabella Cd,Falabella Tecnologia Peru S.A.C,3,FALSE
Sagafalabella,Falabella Tecnologia Peru S.A.C,1,FALSE
Sagone Eirl,Sagone Eirl,2,TRUE
Saimt,Saimt,1,TRUE
Saint George College,Saint George College,3,TRUE
Saint Gobain,Saint Gobain,2,TRUE
Sales 360,Sales 360,1,TRUE
Sales Group Sac,Sales Group Sac,1,TRUE
Salesland,Salesland Solution Peru,8,FALSE
Salesland Solution Peru,Salesland Solution Peru,1,TRUE
Salog,Salog,6,TRUE
Salomon Holding,Salomon Holding,1,TRUE
Salud Ocupacional Auna,Salud Ocupacional Auna,1,TRUE
Salus Laboris Sac,Salus Laboris Sac,2,TRUE
Salutare - Salog S.A.,Salutare - Salog S.A.,1,TRUE
Samsung Electronics - Overall Business,Samsung Electronics Peru S.A.C.,1,FALSE
Samsung Electronics Peru S.A.C.,Samsung Electronics Peru S.A.C.,1,TRUE
Samsung Medical Peru,Samsung Electronics Peru S.A.C.,1,FALSE
Samyl,Samyl,2,TRUE
San Fernando,San Fernando S.A.,3,FALSE
San Fernando S.A.,San Fernando S.A.,1,TRUE
San Fernando Sa,San Fernando S.A.,1,FALSE
San Gerardo,San Gerardo,1,TRUE
San Ignacio De Loyola,San Ignacio De Loyola,1,TRUE
San Jose Rent A Car,San Jose Rent A Car,2,TRUE
San Martin Contratistas Generales S.A,San Martin Contratistas Generales S.A,1,TRUE
San Martin Contratistas Generales Sa,San Martin Contratistas Generales S.A,1,FALSE
San Martin Express S.A.C,San Martin Express S.A.C,1,TRUE
San Miguel Industrias Pet,San Miguel Industrias Pet,1,TRUE
San Miguel Industrias Pet Sa,San Miguel Industrias Pet Sa,3,TRUE
Sanicenter Sac,Sanicenter Sac,2,TRUE
Sanilab,Sanilab International,1,FALSE
Sanilab International,Sanilab International,1,TRUE
Sanipes,Sanipes,1,TRUE
Sanisol,Sanisol,1,TRUE
Sanitas,Sanitas,1,TRUE
Sanms,Sanms Servicios De Ingenieria,1,FALSE
Sanms Servicios De Ingenieria,Sanms Servicios De Ingenieria,1,TRUE
Sanna,Sanna,3,TRUE
Sanna - Clinica &Quot;El Golf&Quot;,Sanna,1,FALSE
Sanna Healhcare Network,Sanna Healhcare Network,1,TRUE
Sanofi,Sanofi,1,TRUE
Sanservi S.A.C.,Sanservi S.A.C.,1,TRUE
Santa Elena,Santa Elena,1,TRUE
Santa Elena - Avinka,Santa Elena,1,FALSE
Santa Natura,Santa Natura,2,TRUE
Santa Verena S.A.C.,Santa Verena S.A.C.,1,TRUE
Santander Consumer,Santander Consumer,2,TRUE
Santander Global Tech,Santander Global Tech,2,TRUE
Santiago Queirolo,Santiago Queirolo,1,TRUE
Santillana Peru,Santillana Peru,1,TRUE
Santillana Sa,Santillana Peru,1,FALSE
Sapia,Corporacion Sapia S.A.,21,FALSE
Sapia - Proyecto Interbank,Corporacion Sapia S.A.,1,FALSE
Sapia (Proyecto Clinica Ricardo Palma),Corporacion Sapia S.A.,5,FALSE
Sapia S.A.,Corporacion Sapia S.A.,1,FALSE
Sapia Sa,Corporacion Sapia S.A.,2,FALSE
Sapia(Cosapi Data),Corporacion Sapia S.A.,1,FALSE
Sapience + Partners,Sapience + Partners,1,TRUE
Sapientia Corporation Eirl,Sapientia Corporation Eirl,1,TRUE
Sapimsa Peru,Sapimsa Peru S.A.C.,21,FALSE
Sapimsa Peru S.A.C.,Sapimsa Peru S.A.C.,5,TRUE
Sasaru Importaciones,Sasaru Importaciones,1,TRUE
Sat Cajamarca,Sat Cajamarca,2,TRUE
Sat De Lima,Sat De Lima,1,TRUE
Satelital Telecomunicaciones,Satelital Telecomunicaciones Sac,1,FALSE
Satelital Telecomunicaciones Sac,Satelital Telecomunicaciones Sac,3,TRUE
Sauna Las Vegas,Sauna Las Vegas,1,TRUE
Sav Importaciones Sac,Sav Importaciones Sac,1,TRUE
Savar Agentes De Aduana S.A.,Savar Agentes De Aduana S.A.,1,TRUE
Sbs,"Superintendencia De Banca, Seguros Y Afp",1,FALSE
Scc,Servicios Call Center Del Peru,1,FALSE
Sccp,Sccp,2,TRUE
Scharff,Scharff Logistica Integrada S.A.,4,FALSE
Scharff International Courier And Cargo Sa,Scharff Logistica Integrada S.A.,1,FALSE
Scharff Logistica,Scharff Logistica Integrada S.A.,1,FALSE
Scharff Logistica Integrada,Scharff Logistica Integrada S.A.,1,FALSE
Scharff Logistica Integrada S.A.,Scharff Logistica Integrada S.A.,1,TRUE
Schroth Corporacion Papelera,Schroth Corporacion Papelera,1,TRUE
Scitec Peru,Scitec Peru,2,TRUE
Scotiabank,Scotiabank Peru S.A.A.,18,FALSE
Scotiabank Del Peru,Scotiabank Peru S.A.A.,1,FALSE
Scotiabank Peru,Scotiabank Peru S.A.A.,2,FALSE
Scotiabank Peru S.A.A.,Scotiabank Peru S.A.A.,1,TRUE
Seaboard,Seaboard,1,TRUE
Sead,Sead,1,TRUE
Sealpath Information Rights Management,Sealpath Information Rights Management,1,TRUE
Seclim,Seclim,1,TRUE
Securesoft,Securesoft Corporation,1,FALSE
Securesoft Corporation,Securesoft Corporation,1,TRUE
Securesoft-Contrato Temporal Por Reemplazo 3 Meses,Securesoft Corporation,1,FALSE
Securitas Peru,Securitas S.A.C.,1,FALSE
Securitas S.A.C.,Securitas S.A.C.,1,TRUE
Securitas Sac,Securitas S.A.C.,1,FALSE
Securitec S.A.C,Securitas S.A.C.,1,FALSE
Security Labs,Security Labs,1,TRUE
Sedapal,Sedapal,3,TRUE
Seek,Seek,2,TRUE
Sef Peru Holding,Sef Peru Holding,1,TRUE
Seguridad 111,Seguridad 111,1,TRUE
Seguridad America Sa,Seguridad America Sa,1,TRUE
Segurinvest,Segurinvest,1,TRUE
Seguros Mapfre,Seguros Mapfre,4,TRUE
Segursat,Segursat S.A.C,1,FALSE
Segursat S.A.C,Segursat S.A.C,1,TRUE
Seidor,Seidor,6,TRUE
Seidor Analytics,Seidor,1,FALSE
Seidor Digital,Seidor,2,FALSE
Seidor Technologies Peru Sac,Seidor,1,FALSE
Selsitec,Selsitec,1,TRUE
Semcocad,Semcocad,1,TRUE
Seminario Y Cia Sab,Seminario Y Cia Sab,4,TRUE
Sempiterno Group,Sempiterno Group,2,TRUE
Senalizacion Girod Peru Sac,Senalizacion Girod Peru Sac,1,TRUE
Senasa,Senasa,1,TRUE
Senati,Senati,6,TRUE
Sencico,Sencico,2,TRUE
Sentinel,Sentinel,1,TRUE
Sentinel Peru,Sentinel,1,FALSE
Sentinel Peru S.A.,Sentinel,1,FALSE
Seratic,Seratic S.A.C,3,FALSE
Seratic S.A.C,Seratic S.A.C,1,TRUE
Seratic Sac - Partner Telefonica,Seratic S.A.C,2,FALSE
Serenazgo De San Martin De Porres,Serenazgo De San Martin De Porres,1,TRUE
Serfor,Serfor,1,TRUE
Sergensegur (Wayradev),Sergensegur (Wayradev),1,TRUE
Serolperu Scrl,Serolperu Scrl,1,TRUE
Serpost,Serpost,2,TRUE
Serprovisa S.A.C.,Serprovisa S.A.C.,1,TRUE
Servex,Servex Sac,1,FALSE
Servex Sac,Servex Sac,1,TRUE
Serviccon,Serviccon,1,TRUE
Servicio Call Center Entel Peru,Servicio Call Center Entel Peru,1,TRUE
Servicio De Administracion Tributaria - Sat,Servicio De Administracion Tributaria - Sat,4,TRUE
Servicio De Administracion Tributaria De Lima,Servicio De Administracion Tributaria - Sat,1,FALSE
Servicio Especializado De Telemarketing,Servicio Especializado De Telemarketing,1,TRUE
Servicio Independiente,Servicio Independiente,1,TRUE
Servicio Nacional De Capacitacion Para La Industria De La Construccion,Servicio Nacional De Capacitacion Para La Industria De La Construccion,2,TRUE
Servicio Nacional De Sanidad Agraria,Servicio Nacional De Sanidad Agraria,2,TRUE
Servicios Bancarios Compartidos,Servicios Bancarios Compartidos,1,TRUE
Servicios Call Center,Servicios Call Center Del Peru,1,FALSE
Servicios Call Center Del Peru,Servicios Call Center Del Peru,5,TRUE
Servicios Callcom S.A.C.,Servicios Callcom S.A.C.,1,TRUE
Servicios Comerciales Y Turisticos Dos De Mayo,Servicios Comerciales Y Turisticos Dos De Mayo,1,TRUE
Servicios De Call Center,Servicios Call Center Del Peru,1,FALSE
Servicios De Call Center Del Peru,Servicios Call Center Del Peru,1,FALSE
Servicios De Call Center Del Peru Scc,Servicios Call Center Del Peru,1,FALSE
Servicios De Samsung,Servicios De Samsung,1,TRUE
Servicios Del Call Center Peru,Servicios Call Center Del Peru,1,FALSE
Servicios Externos Sac,Servicios Externos Sac,1,TRUE
Servicios Generales Carolina,Servicios Generales Carolina,1,TRUE
Servicios Generales G&Amp;P,Servicios Generales G&Amp;P,1,TRUE
Servicios Informaticos Falabella S.A,Falabella Tecnologia Peru S.A.C,2,FALSE
Servicios Informaticos Neotel,Servicios Informaticos Neotel,1,TRUE
Servicios Medicos San Luis,Servicios Medicos San Luis,1,TRUE
Servicios Murat,Servicios Murat,1,TRUE
Servicios Petroleros Y Construcciones Sepcon Sac,Servicios Petroleros Y Construcciones Sepcon Sac,1,TRUE
Servicios Servial Sac,Servicios Servial Sac,1,TRUE
Servicios Tecnologicos Personalizados E.I.R.L,Servicios Tecnologicos Personalizados E.I.R.L,1,TRUE
"Servicios, Cobranzas E Inversiones S.A.","Servicios, Cobranzas E Inversiones S.A.",1,TRUE
Servicorp Sac,Servicorp Sac,1,TRUE
Servimedic S.A.C,Servimedic S.A.C,1,TRUE
Servisecuritas,Servisecuritas,2,TRUE
Servitebca,Servitebca,1,TRUE
Serwell Sac,Serwell Sac,1,TRUE
Ses,Ses Software Enterprise Services,5,FALSE
Ses - Scotiabank Peru,Ses Software Enterprise Services,1,FALSE
Ses Software Enterprise Services,Ses Software Enterprise Services,2,TRUE
Sesocio.Com,Sesocio.Com,1,TRUE
Setours S.A,Setours S.A,2,TRUE
Sgs,Sgs Del Peru S.A.C,5,FALSE
Sgs Del Peru,Sgs Del Peru S.A.C,3,FALSE
Sgs Del Peru S.A.C,Sgs Del Peru S.A.C,1,TRUE
Shalom Empresarial,Shalom Empresarial,1,TRUE
Shoute Metal S.A.C.,Shoute Metal S.A.C.,1,TRUE
Sider Peru - Gerdau,Siderperu,2,FALSE
Siderperu,Siderperu,3,TRUE
Siemens Energy,Siemens S.A.C.,1,FALSE
Siemens S.A.C.,Siemens S.A.C.,1,TRUE
Sierra Exportadora,Sierra Exportadora,1,TRUE
Sierras Y Herramientas Del Peru,Sierras Y Herramientas Del Peru,1,TRUE
Siesa Technologies S.A.C.,Siesa Technologies S.A.C.,1,TRUE
Sigcomt,Sigcomt,9,TRUE
Sigcomt - Compartamos Financieras,Sigcomt,1,FALSE
Siglo Bpo,Siglo Bpo,1,TRUE
Siglo Outsourcing Peru S.A.C,Siglo Outsourcing Peru S.A.C,1,TRUE
"Sigma (Braedt, Otto Kunz Y Segoviana)","Sigma (Braedt, Otto Kunz Y Segoviana)",3,TRUE
Sigma Alimentos - Supemsa,Sigma Alimentos - Supemsa,1,TRUE
Sigma Comunicaciones,Sigma Comunicaciones,1,TRUE
Sigma S.A.C,Sigma S.A.C,1,TRUE
Signature Peru,Signature Peru,1,TRUE
Signo Vial Peru S.A.C,Signo Vial Peru S.A.C,1,TRUE
Signo Vial Peru Sac,Signo Vial Peru S.A.C,1,FALSE
Signos Y Disenos Creativos,Signos Y Disenos Creativos,1,TRUE
Sigso Consultores,Sigso Consultores,1,TRUE
Sika,Sika Sac,1,FALSE
Sika Sac,Sika Sac,1,TRUE
Silverwolf Servicios &Amp; Tecnologia S.A.,Silverwolf Servicios &Amp; Tecnologia S.A.,3,TRUE
Sima Peru,Sima Peru,1,TRUE
Simed Peru Sac,Simed Peru Sac,3,TRUE
Sinergia Comunicaciones,Sinergia Comunicaciones,1,TRUE
Sinergia Latam,Sinergia Latam,1,TRUE
Siscard Peru,Siscard Peru Sac,1,FALSE
Siscard Peru Sac,Siscard Peru Sac,3,TRUE
Siscotec Peru S.A.C.,Siscotec Peru S.A.C.,1,TRUE
Sise Acs,Sise Acs,1,TRUE
Sispro Sac,Sispro Sac,1,TRUE
Sistema De Administracion Tributaria-Tarapoto,Sistema De Administracion Tributaria-Tarapoto,2,TRUE
Sistema Metropolitana De La Solidaridad,Sistema Metropolitana De La Solidaridad,1,TRUE
Sistemas Analiticos,Sistemas Analiticos,3,TRUE
Sistemas De Administracion Hospitalaria S.A.C. - Sanna,Sistemas De Administracion Hospitalaria S.A.C. - Sanna,1,TRUE
Sistematico,Sistematico,2,TRUE
Sivium Innersus,Sivium Innersus,1,TRUE
Sk Rental,Sk Rental,1,TRUE
Sk Shared Services,Sk Shared Services,2,TRUE
Skbege Peru S.A.C,Skbege Peru S.A.C,1,TRUE
Sky Logistics Sac,Sky Logistics Sac,1,TRUE
Skyapp,Skyapp,1,TRUE
Skytel,Skytel,1,TRUE
Sm Telecom - Distriuidor Autorizado Bitel,Sm Telecom - Distriuidor Autorizado Bitel,1,TRUE
Sman Peru,Sman Peru,1,TRUE
Smart Brands,Smart Brands,1,TRUE
Smart Meals (R),Smart Meals (R),2,TRUE
Smart Reasons S.R.L.,Smart Reasons S.R.L.,1,TRUE
Smartcode Consulting &Amp; Services,Smartcode Consulting &Amp; Services,1,TRUE
Smartfit Peru,Smartfit Peru,2,TRUE
Smartpyme,Smartpyme,1,TRUE
Smc Corporation Peru Sac,Smc Corporation Peru Sac,1,TRUE
Smrl Acumulacion Los Rosales,Smrl Acumulacion Los Rosales,1,TRUE
Smu Sa,Smu Sa,1,TRUE
Snkt Eirl,Snkt Eirl,1,TRUE
Soa Profesional Peru S.A.C,Soa Profesional Peru S.A.C,1,TRUE
Soa Professional,Soa Profesional Peru S.A.C,1,FALSE
Soaint,Soaint Peru Sac,3,FALSE
Soaint Peru Sac,Soaint Peru Sac,1,TRUE
Sociedad Alemana De Cooperacion Internacional Giz,Sociedad Alemana De Cooperacion Internacional Giz,1,TRUE
Sociedad De Beneficencia De Iquitos,Sociedad De Beneficencia De Iquitos,1,TRUE
Sociedad De Beneficencia De Lima Metropolitana,Sociedad De Beneficencia De Lima Metropolitana,1,TRUE
Sociedad De Produccion Tierra Y Agua S.A.C. (Ubicado En San Luis).,Sociedad De Produccion Tierra Y Agua S.A.C. (Ubicado En San Luis).,1,TRUE
Sociedad Happyland Peru,Sociedad Happyland Peru S.A.,1,FALSE
Sociedad Happyland Peru S.A.,Sociedad Happyland Peru S.A.,1,TRUE
Sociedad Minera Corona,Sociedad Minera Corona Sa,1,FALSE
Sociedad Minera Corona Sa,Sociedad Minera Corona Sa,1,TRUE
Sociedad Nacional De Industrias,Sociedad Nacional De Industrias,2,TRUE
Sociedad Peruana De Bienes Raices,Sociedad Peruana De Bienes Raices,1,TRUE
Socio - Thc Contadores S.A.C.,Socio - Thc Contadores S.A.C.,1,TRUE
Socios En Salud,Socios En Salud,1,TRUE
Sodexo,Sodexo Peru S.A.C.,2,FALSE
Sodexo Pass Peru,Sodexo Peru S.A.C.,1,FALSE
Sodexo Peru S.A.C.,Sodexo Peru S.A.C.,1,TRUE
Sodexo Peru Sac,Sodexo Peru S.A.C.,1,FALSE
Sodexo Unidad Mcp,Sodexo Peru S.A.C.,1,FALSE
Sodimac,Sodimac Peru,7,FALSE
Sodimac Peru,Sodimac Peru,2,TRUE
Soemtic,Soemtic,1,TRUE
Sofos Mexico,Sofos Mexico,1,TRUE
Softek,Softek,3,TRUE
Softicslab,Softicslab,1,TRUE
Softmark Group Sac,Softmark Group Sac,1,TRUE
Softnet,Softnet,1,TRUE
Softtek,Softtek,20,TRUE
Softtek Peru,Softtek,3,FALSE
Software Andina,Software Andina,2,TRUE
Software Enterprice System,Software Enterprise Services,5,FALSE
Software Enterprise Services,Software Enterprise Services,16,TRUE
Sofware Enterprise Services,Software Enterprise Services,1,FALSE
Soho Color,Soho Color,1,TRUE
Sol De Oro &Amp; Suites,Sol De Oro &Amp; Suites,1,TRUE
Sol Inmuebles,Sol Inmuebles,1,TRUE
Soldace Sac,Soldace Sac,1,TRUE
Soldaduras West Arco S.A.S. (Esab South America),Soldaduras West Arco S.A.S. (Esab South America),1,TRUE
Solera,Solera,1,TRUE
Solera - Telefonica,Solera,1,FALSE
Solera Mobile,Solera Mobile,1,TRUE
Solexcom S.A.C.,Solexcom S.A.C.,1,TRUE
Solgas,Solgas S.A.,2,FALSE
Solgas S.A,Solgas S.A.,2,FALSE
Solgas S.A.,Solgas S.A.,2,TRUE
Solla S.A,Solla S.A,1,TRUE
Soltrak Sa,Soltrak Sa,1,TRUE
Solucionatica,Solucionatica,1,TRUE
Soluciones Alegra,Soluciones Alegra,1,TRUE
Soluciones Aplicadas En Tecnologia Avanzada,Soluciones Aplicadas En Tecnologia Avanzada,1,TRUE
Soluciones Digitales,Soluciones Digitales,2,TRUE
Soluciones Empresariales Dushi,Soluciones Empresariales Dushi,1,TRUE
Soluciones Ha,Soluciones Ha,1,TRUE
Soluciones Inteligentes Integrales Sac,Soluciones Inteligentes Integrales Sac,1,TRUE
Soluciones M4G,Soluciones M4G,2,TRUE
Soluciones Orion,Soluciones Orion,1,TRUE
Soluciones Sostenibles Integrales,Soluciones Sostenibles Integrales,1,TRUE
Soluxiones S.A.C,Soluxiones S.A.C,1,TRUE
Somos Moto,Somos Moto,1,TRUE
Sonax Miraflores,Sonax Miraflores,1,TRUE
Sonda,Sonda,9,TRUE
Sonda Del Peru,Sonda Del Peru S.A.,2,FALSE
Sonda Del Peru S.A,Sonda Del Peru S.A.,1,FALSE
Sonda Del Peru S.A.,Sonda Del Peru S.A.,1,TRUE
Sonepar Peru S.A.C,Sonepar Peru S.A.C,1,TRUE
Sonepar Peru Sa,Sonepar Peru S.A.C,2,FALSE
Soporte Promocional,Soporte Promocional,1,TRUE
Soprin Sac,Soprin Sac,1,TRUE
Sos - Tic,Sos - Tic,1,TRUE
Sotrami.Sa,Sotrami.Sa,1,TRUE
Souther Textile Network,Souther Textile Network,2,TRUE
Southern Peru,Southern Peru Copper Corporation,2,FALSE
Southern Peru Copper Coporation Sucursal Del Peru,Southern Peru Copper Corporation,1,FALSE
Southern Peru Copper Corporation,Southern Peru Copper Corporation,3,TRUE
Southern Textile Network,Southern Textile Network,1,TRUE
Southtech,Southtech,1,TRUE
Sovos,Sovos,4,TRUE
Soyuz Sa,Soyuz Sa,1,TRUE
Spc Corporacion Logistica,Spc Corporacion Logistica,1,TRUE
Sport Bet Peru,Sport Bet Peru,3,TRUE
Sportafolio,Sportafolio,1,TRUE
Sportbetperu,Sportbetperu,1,TRUE
Sprava Eirl,Sprava Eirl,1,TRUE
Sprava Service S.A.C,Sprava Service S.A.C,1,TRUE
Sr Group Peru Sac,Sr Group Peru Sac,1,TRUE
Sr. Phone,Sr. Phone,1,TRUE
Ssays,Ssays S.A.C,1,FALSE
Ssays S.A.C,Ssays S.A.C,1,TRUE
Ssays Sac,Ssays S.A.C,1,FALSE
Ssays Sac.,Ssays S.A.C,1,FALSE
Ssp Ventas Del Peru,Ssp Ventas Del Peru,1,TRUE
St Computacion,St Computacion S.A.C.,1,FALSE
St Computacion S.A.C.,St Computacion S.A.C.,1,TRUE
St Renting Peru,St Renting Peru,2,TRUE
Staff Representaciones,Staff Representaciones S.A,2,FALSE
Staff Representaciones S.A,Staff Representaciones S.A,1,TRUE
Standford Utiles Y Cuadernos,Standford Utiles Y Cuadernos,1,TRUE
Stanleybet Group,Stanleybet Group,1,TRUE
Stantec Peru S.A.,Stantec Peru S.A.,1,TRUE
Starbucks,Starbucks,2,TRUE
Starbucks - Lasino,Starbucks,1,FALSE
Startupranking,Startupranking,1,TRUE
Starwell Ingenieros,Starwell Ingenieros,1,TRUE
Stattup Presente Marketing,Stattup Presente Marketing,1,TRUE
Stefanini,Stefanini It Solutions,16,FALSE
Stefanini Del Peru,Stefanini It Solutions,18,FALSE
Stefanini Group,Stefanini It Solutions,12,FALSE
Stefanini It Solutions,Stefanini It Solutions,16,TRUE
Stefanini Peru,Stefanini It Solutions,5,FALSE
Stefanini/Sapia,Stefanini It Solutions,1,FALSE
Storagedata,Storagedata,1,TRUE
Stracon,Stracon S.A,2,FALSE
Stracon S.A,Stracon S.A,1,TRUE
Stracon S.A.,Stracon S.A,1,FALSE
Stratebi Peru,Stratebi Peru,1,TRUE
Studio Mutante,Studio Mutante,1,TRUE
Styla,Styla,1,TRUE
Subgerencia De Mypimes Municipalidad De Cerro Colorado,Subgerencia De Mypimes Municipalidad De Cerro Colorado,1,TRUE
Sucamec,Sucamec,1,TRUE
Suez Water Advanced Solutions Peru Sac,Suez Water Advanced Solutions Peru Sac,1,TRUE
Suiza Lab,Suiza Lab,1,TRUE
Suizalab,Suiza Lab,6,FALSE
Sullana Express Sac,Sullana Express Sac,1,TRUE
Sum Vehiculos S.A,Sum Vehiculos S.A,2,TRUE
Suministros Fermar S.A.C.,Suministros Fermar S.A.C.,1,TRUE
Summit,Summit Consulting,1,FALSE
Summit Consulting,Summit Consulting,1,TRUE
Sumweb Solutions S.A.C,Sumweb Solutions S.A.C,2,TRUE
Sun Chemical,Sun Chemical,1,TRUE
Sun Dreams,Sun Dreams,1,TRUE
Sun Microsystems De Venezuela,Sun Microsystems De Venezuela,1,TRUE
Sunarp,Sunarp,5,TRUE
Sunass,Sunass,1,TRUE
Sunat,Sunat,18,TRUE
Sunat- Intendencia Sistemas De Informacion,Sunat,1,FALSE
Sunda International,Sunda International,1,TRUE
Sunedu,Sunedu,2,TRUE
Sungate,Sungate,1,TRUE
Sunshine Export,Sunshine Export,1,TRUE
Super Mercados Peruanos,Super Mercados Peruanos,1,TRUE
Superdigital/Banco Santander,Superdigital/Banco Santander,1,TRUE
Superintendencia De Administracion Tributaria-Sat,Superintendencia De Administracion Tributaria-Sat,1,TRUE
Superintendencia De Banca Y Seguros Afp,"Superintendencia De Banca, Seguros Y Afp",1,FALSE
"Superintendencia De Banca, Seguros Y Afp","Superintendencia De Banca, Seguros Y Afp",4,TRUE
Superintendencia Nacional De Migraciones,Superintendencia Nacional De Migraciones,4,TRUE
Superintendencia Nacional De Registros Publicos,Superintendencia Nacional De Registros Publicos,1,TRUE
Superintendencia Nacional De Servicios De Saneamiento,Superintendencia Nacional De Servicios De Saneamiento,1,TRUE
Superior Insurance,Superior Insurance,1,TRUE
Supermecados Peruanos,Supermercados Peruanos S.A,1,FALSE
Supermercados Peruanos,Supermercados Peruanos S.A,6,FALSE
Supermercados Peruanos S.A,Supermercados Peruanos S.A,4,TRUE
Supermercados Peruanos Sa,Supermercados Peruanos S.A,2,FALSE
"Supermercados Peruanos, Plaza Vea",Supermercados Peruanos S.A,1,FALSE
Superpet/Superzoo,Superpet/Superzoo,1,TRUE
Suplacorp S.A.C,Suplacorp S.A.C,1,TRUE
Supra Networks,Supra Networks,1,TRUE
Supratech,Supratech,1,TRUE
Surgicorp,Surgicorp,1,TRUE
Surpack,Surpack S.A.,1,FALSE
Surpack S.A.,Surpack S.A.,1,TRUE
Survey Rental & Sales Sac,Survey Rental & Sales Sac,1,TRUE
Swedish House Peru Sac,Swedish House Peru Sac,1,TRUE
Swisscapitals,Swisscapitals,1,TRUE
Swissotel Lima,Swissotel Lima,1,TRUE
Symmetry Corporation,Symmetry Corporation Sac,2,FALSE
Symmetry Corporation Sac,Symmetry Corporation Sac,2,TRUE
Synapsis Solutions,Synapsis Solutions,1,TRUE
Synlab,Synlab Peru S.A.C.,2,FALSE
