jobProfileName,candidateResidenceCountry,candidateCivilStatus,candidateBirthCountry,salary,lastWorkCompany,lastWorkCountry,lastWorkArea,lastWorkName,yearsOfExperience,worksNumber,lastEducationCompany,lastEducationCountry,lastEducationArea,lastEducationName,lastEducationStatus,lastEducationDegree,yearsOfStudy,studiesNumber,technicalSkills,languages,otherSkills,hired
Scrum Master,Peru,Soltero/A,Peru,8500,Tata Consultancy Services,Peru,Tecnologia / Sistemas,Analista De Calidad,10,4,Scrum Study,Peru,Ing. En Sistemas,Scrum Master,Graduado,Otro,10,5,8,1,3,0
Analista De Procesos Sig,Peru,Soltero/A,Peru,2000,Sigcomt,Peru,Analisis Funcional,Analista Funcional,4,6,Escuela De Negocios Gesap,Peru,Ing. En Sistemas,Scrum Master,Graduado,Posgrado,10,8,4,1,9,0
Gestor De Servicios De Ti,Peru,Divorciado/A,Peru,6000,F + M,Peru,Tecnologias De La Informacion,Jefe De Proyectos,20,15,Qlc,Peru,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,11,8,30,1,0,0
Scrum Master,Peru,Divorciado/A,Peru,6000,F&Amp;E Corporation Sac,Peru,Tecnologias De La Informacion,Gerente De Proyectos,20,15,Qlc,Peru,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,11,8,30,1,0,0
Analista Programador Php,Peru,Soltero/A,Peru,6500,Indra Peru S.A.,Peru,Programacion,Analista Programador,7,9,Certiprof,Peru,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,5,2,6,1,2,0
Cloud Specialist,Peru,Soltero/A,Peru,4000,Software Enterprise Services,Peru,Tecnologia / Sistemas,Analista De Servicios Ti,9,7,Certiprof,Peru,Tecnologias De La Informacion,Scrum Master,En Curso,Otro,10,6,12,1,10,0
Lider Tecnico,Peru,Soltero/A,Peru,3500,Software Enterprise Services,Peru,Tecnologia / Sistemas,Analista De Servicios Ti,9,7,Certiprof,Peru,Tecnologias De La Informacion,Scrum Master,En Curso,Otro,10,6,12,1,10,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,5000,Hsa Tecnologia Y Conectividad Sac,Peru,Ingenieria Oficina Tecnica / Proyecto,Jefe De Proyectos,8,2,Pm Certifica,Peru,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,5,7,1,1,0,0
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,8000,Farmacias Peruanas S.A.,Peru,Tecnologia / Sistemas,Scrum Master,13,10,Scrum Alliance,Peru,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,9,5,11,1,1,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,4500,Banco De Credito Del Peru - Bcp,Peru,Comercial,Profesional De Venta Consumo,6,13,Europeanscrum.Org,Espana,Tecnologias De La Informacion,Scrum Master,Graduado,Otro,16,16,5,4,12,0
Administrador De Soporte Tecnico,Peru,Casado/A,Peru,15000,C&Amp;R Integral Service Sac,Peru,Telecomunicaciones,Gerente De Proyectos,16,9,Pmc Latam,Peru,Adm. De Empresas,Scrum Master,Graduado,Otro,11,10,15,1,0,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,4000,Universidad Privada Del Norte Sac,Peru,Tecnologias De La Informacion,Supervisor De Contenido Virtual- Rol Scrum Master,14,7,Certiprof,Peru,Adm. De Empresas,Scrum Master,Graduado,Master,10,22,11,2,33,0
Automatizador De Procesos,Peru,Casado/A,Peru,8000,Edificaciones Inmobiliarias,Peru,Liderazgo De Proyecto,Jefe De Procesos Y Mejora Continua,18,5,Universidad Continental De Ciencias E Ingenieria,Peru,Adm. De Empresas,Scrum Master,Graduado,Posgrado,19,7,8,1,1,0
Analista Funcional,Peru,Soltero/A,Peru,5000,Open Codev,Peru,Tecnologia / Sistemas,Coordinador De Proyectos Ti,10,7,Scrum Alliance,Peru,Procesos / Calidad Total,Scrum Master,Graduado,Otro,5,12,4,1,10,0
Analista Funcional,Venezuela,Soltero/A,Venezuela,5000,Lucky S.A.C,Peru,Liderazgo De Proyecto,Jefe De Procesos Y Mejora Continua,14,7,Universidad Industrial De Santander,Colombia,Procesos / Calidad Total,Scrum Master,Graduado,Otro,8,4,3,0,13,0
Automatizador De Procesos,Venezuela,Soltero/A,Venezuela,6000,Lucky S.A.C,Peru,Liderazgo De Proyecto,Jefe De Procesos Y Mejora Continua,13,6,Universidad Industrial De Santander,Colombia,Procesos / Calidad Total,Scrum Master,Graduado,Otro,9,5,3,0,13,0
Scrum Master,Peru,Casado/A,Peru,10000,Universidad Tecnologica Del Peru S.A.C,Peru,Educacion,Docente Tiempo Parcial,15,8,Scrum Study,Peru,Otra,Scrum Master,Graduado,Otro,17,5,1,2,2,0
Analista Programador,Peru,Soltero/A,Peru,4009,Rmg,Peru,Tecnologias De La Informacion,Analista Programador,29,9,New Horizons,Peru,Otra,Scrum Master,Graduado,Otro,8,9,15,2,10,0
Cloud Devops,Peru,Soltero/A,Peru,6500,Ibm Del Peru S.A.C.,Peru,Sistemas,"Devops - Sre , Engineer Cloud",6,4,Certiprof,Peru,Fisioterapia,Scrum Master,Graduado,Otro,9,5,5,1,0,0
Analista Funcional,Peru,Casado/A,Peru,4000,Parque Arauco,Peru,Tecnologias De La Informacion,Analista De Ti,7,3,Pmc Latam,Peru,Fisioterapia,Scrum Master,Graduado,Otro,11,4,8,1,3,1
Programador Frontend,Peru,Soltero/A,Peru,2500,Atomikal,Peru,Programacion,Front-End,6,4,Universidad De Alicante,Espana,Computacion / Informatica,Introduccion Al Desarrollo Web Ii,Graduado,Otro,0,7,6,0,5,0
Desarrollador Sap,Peru,Soltero/A,Peru,5000,Jurado Nacional De Elecciones,Peru,Tecnologia / Sistemas,Especialista En Tecnologias De La Informacion,13,9,Sap,Peru,Computacion / Informatica,Certificacion Sap B1 9.3 Hana,Graduado,Otro,7,2,7,1,5,0
Desarrollador Full Stack,Peru,Soltero/A,Peru,5500,Mdp Consulting S.A.C.,Peru,Tecnologia / Sistemas,Analista Programador,9,8,I.S. T. P. Computronic,Peru,Computacion / Informatica,Profesional Tecnico En Computacion E Informatica,En Curso,Universitario,12,3,19,1,4,0
Desarrollador .Net,Peru,Casado/A,Peru,0,Programa Nacional De Innovacion Agraria,Peru,Sistemas,Analista Programador .Net C# Sql Server,3,3,Instituto Cibertec,Peru,Tecnologias De La Informacion,Profesional Tecnico En Computacion E Informatica,Graduado,Terciario/Tecnico,3,1,7,2,0,1
Programador .Net,Peru,Casado/A,Peru,5000,Gt Software,Peru,Programacion,Analista Programador,5,3,Instituto Tecnologico Del Norte,Peru,Analisis De Sistemas,Profesional Tecnico En Computacion E Informatica,Graduado,Terciario/Tecnico,4,1,8,1,2,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4000,Jr Logistica Integral Eirl,Peru,Administracion,Analista Administrativo,8,6,Instituto Peruano De Accion Empresarial - Ipae,Peru,Computacion / Informatica,Programa De Especialista En Excel,En Curso,Posgrado,8,5,3,1,4,0
Analista Funcional,Peru,Soltero/A,Peru,5000,Telefonica Del Peru,Peru,Tecnologia / Sistemas,Arquitecto Analista Pm,13,7,Instituto Cibertec,Peru,Computacion / Informatica,Tecnico En Computacion E Informatica,Graduado,Universitario,7,2,13,1,8,0
Analista Funcional,Peru,Soltero/A,Peru,5000,Telefonica Del Peru,Peru,Tecnologia / Sistemas,Arquitecto Analista Pm,13,7,Instituto Cibertec,Peru,Computacion / Informatica,Tecnico En Computacion E Informatica,Graduado,Universitario,7,2,13,1,8,0
Desarrollador De Software,Peru,Soltero/A,Peru,1500,Th Sac,Peru,Consultoria,Coordinador Sig,18,9,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Computacion / Informatica,Diseno Y Desarrollo Para Medios Digitales,En Curso,Terciario/Tecnico,8,3,7,1,2,0
Disenador Ux,Peru,Soltero/A,Peru,1100,Evolve,Peru,Diseno Web,Disenadora Web,0,1,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Diseno Web,Diseno Y Desarrollo Para Medios Digitales,En Curso,Universitario,1,1,0,0,4,0
Especialista En Analitica,Peru,Soltero/A,Peru,2800,Programa Nacional - Juntos,Peru,Tecnologia / Sistemas,Especialista De Analisis Y Desarrollo,7,9,Lp &Amp; Asociados,Peru,Computacion / Informatica,Seguridad De La Informacion,Graduado,Otro,7,8,7,1,1,0
Cloud Specialist,Peru,Pareja De Hecho,Peru,2000,Flsmidth Sac,Peru,Tecnologia / Sistemas,Responsable De Sistemas,19,5,Bsg Institute,Peru,Tecnologias De La Informacion,Seguridad De La Informacion,En Curso,Otro,7,5,21,1,0,0
Asistente De Servicios Ti,Peru,Casado/A,Peru,1,Idat S.A.C,Peru,Soporte Tecnico,Auxiliar Soporte Ti,5,3,Instituto De Educacion Superior Abaco,Peru,Computacion / Informatica,Tecnico - I.S.T.P. Abaco (Chiclayo),Graduado,Otro,2,1,18,1,0,0
Asistente De Servicios Ti,Peru,Casado/A,Peru,2800,Clinica Internacional S.A,Peru,Tecnologia / Sistemas,Coordinador. De Servicios Y Act. De Ti,12,6,Instituto San Ignacio De Loyola,Peru,Computacion / Informatica,Itil,En Curso,Terciario/Tecnico,4,5,27,1,1,0
Especialista Bi,Peru,Soltero/A,Peru,5500,Corporacion 1To1,Peru,Tecnologia / Sistemas,Analista Tecnico,6,6,1To1,Peru,Computacion / Informatica,Erp Educativo: Power Campus,Graduado,Otro,5,7,13,1,5,0
Especialista Bi,Peru,Soltero/A,Peru,5500,Corporacion 1To1,Peru,Tecnologia / Sistemas,Analista Tecnico,6,6,1To1,Peru,Computacion / Informatica,Erp Educativo: Power Campus,Graduado,Otro,5,7,13,1,5,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,1000,Clinicas Maison De Sante,Peru,Tecnologia / Sistemas,Practicante Programador,3,5,Todotic,Peru,Computacion / Informatica,Curso Springboot/Angular,Graduado,Terciario/Tecnico,6,3,9,1,1,0
Cloud Specialist,Peru,Casado/A,Peru,1200,Gobierno Del Distrito Capital,Venezuela,Soporte Tecnico,Coordinador De Soporte Tecnico,40,10,Learning,Peru,Computacion / Informatica,Certificacion En Itil Foundation,En Curso,Otro,12,6,34,1,4,0
Asistente De Servicios Ti,Peru,Casado/A,Peru,3500,Tivit Latam,Peru,Tecnologia / Sistemas,Analista De Infraestrucura,10,10,Instituto De Educacion Superior Tecnologico Cesca,Peru,Computacion / Informatica,Titulado,Graduado,Terciario/Tecnico,2,1,33,1,16,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,9000,Crati Consulting Para Banco Falabella,Peru,Infraestructura,Jefe De Proyectos,13,10,Universidad De San Martin De Porres,Peru,Ing. Informatica,Titulado,Graduado,Universitario,5,1,7,1,2,0
Analista Programador .Net,Peru,Soltero/A,Peru,4500,Ses Software Enterprise Services,Peru,Programacion,Analista Programador,10,6,Universidad De San Martin De Porres,Peru,Ing. En Sistemas,Titulado,Graduado,Universitario,5,1,8,1,7,0
Analista De Sistemas,Peru,Soltero/A,Peru,4000,Ses Software Enterprise Services,Peru,Programacion,Analista Programador,9,6,Universidad De San Martin De Porres,Peru,Ing. En Sistemas,Titulado,Graduado,Universitario,5,1,8,1,7,0
Analista Programador,Peru,Soltero/A,Peru,4800,Hellmann,Peru,Programacion,Analista Programador,5,6,Universidad De San Martin De Porres,Peru,Ing. En Sistemas,Titulado,Graduado,Universitario,8,2,20,1,1,0
Data Engineer,Peru,Soltero/A,Peru,5500,Global Hitss Peru S.A.C.,Peru,Data Warehousing,Analista Bi,1,5,Universidad Nacional San Luis Gonzaga De Ica,Peru,Ing. En Sistemas,Titulado,Graduado,Universitario,5,1,7,1,0,0
Asistente De Recursos Humanos,Peru,Soltero/A,Peru,1800,Municipalidad De Carabayllo,Peru,Administracion,Responsable De Logistica,5,5,Universidad Cesar Vallejo,Peru,Adm. De Empresas,Titulado,Graduado,Universitario,4,1,2,1,3,0
Asistente De Recursos Humanos,Peru,Soltero/A,Peru,1700,Viettel Peru S.A.C,Peru,Recursos Humanos,Asistente De Administracion,2,3,Universidad De San Martin De Porres,Peru,Psicologia,Titulado,Graduado,Universitario,5,1,1,1,3,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2000,Universidad Tecnologica Del Peru S.A.C,Peru,Control De Gestion,Asistente De Admision,10,7,Universidad Continental De Ciencias E Ingenieria,Peru,Economia,Titulado,Graduado,Universitario,7,1,1,2,12,0
Asistente De Procesos,Peru,Soltero/A,Peru,2,Mundo Vegetal,Peru,Ingenieria Industrial,Analista De Mejora Continua,5,8,Universidad Nacional De Callao,Peru,Ing. Alimentos,Titulado,Graduado,Universitario,4,1,4,1,7,0
Asistente De Pmo,Peru,Soltero/A,Peru,1500,Gerencia Sub Region Chanka,Peru,Administracion De Base De Datos,Asistente Administrativo,4,3,Centro De Idiomas Unajma,Peru,Computacion / Informatica,Ingles,En Curso,Universitario,5,4,0,2,1,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4000,Convexus Comunicaciones Redes Y Sistemas,Peru,Desarrollo De Negocios,Ingeniero De Proyectos Cloud,6,4,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingles,En Curso,Universitario,9,2,4,1,6,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2000,Optical Network (Win),Peru,Internet,Ejecutivo De Cuentas Corporativas,11,16,Ice School,Peru,Ing. - Otros,Ingles,En Curso,Otro,4,2,8,2,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,3000,Hyundai,Peru,Administracion,Jefe De Post Venta,11,17,Ice School,Peru,Ing. - Otros,Ingles,En Curso,Otro,15,2,11,2,1,0
Bootcamp G&S | Infrastructure & Cloud,Peru,Soltero/A,Peru,800,,,,,0,0,Instituto Superior Sise,Peru,Comunicacion Social,Ingles,Graduado,Terciario/Tecnico,5,3,15,2,0,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1300,San Miguel Industrias Pet,Peru,Recursos Humanos,Practicante De Recursos Humanos,1,5,Instituto Cultural Peruano Norteamericano,Peru,Comunicacion Social,Ingles,En Curso,Otro,9,2,3,1,0,0
Analista Funcional,Peru,Soltero/A,Peru,4000,Superdigital/Banco Santander,Peru,Analisis De Riesgos,Especialista Cumplimiento Y Riesgo Plaft,13,11,Instituto Cultural Peruano Norteamericano,Peru,,Ingles,En Curso,Otro,11,4,5,3,1,0
Analista Programador,Peru,Casado/A,Peru,4000,Software Andina,Peru,Soporte Tecnico,Team Leader,14,6,Asociacion Cultural Peruano Britanica,Peru,,Ingles,En Curso,Otro,10,2,11,1,13,0
Analista Programador,Peru,Casado/A,Peru,5500,Software Andina,Peru,Soporte Tecnico,Team Leader,14,6,Asociacion Cultural Peruano Britanica,Peru,,Ingles,En Curso,Otro,10,2,11,1,10,0
Analista Funcional,Peru,Soltero/A,Peru,2200,Adecco Consulting S.A.,Peru,Tecnologia / Sistemas,Asistente It,5,3,Instituto Cultural Peruano Norteamericano,Peru,,Ingles,Graduado,Otro,3,2,6,1,1,0
Analista De Sistemas,Peru,Soltero/A,Peru,2500,Canvia S.A.C.,Peru,Soporte Tecnico,Especialista Smart Desk,2,4,Instituto Cultural Peruano Norteamericano,Peru,Comunicacion Audiovisual,Ingles,En Curso,Terciario/Tecnico,5,2,2,1,0,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1000,Universidad Ricardo Palma,Peru,Soporte Tecnico,Practicante Soporte Tecnico,0,1,Universidad Ricardo Palma,Peru,Otra,Ingles,En Curso,Otro,8,3,3,1,5,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1100,C&Amp;C Proenerg,Peru,Administracion,Asistente Administrativo,0,1,Instituto Superior Sise,Peru,Otra,Ingles,Graduado,Otro,12,4,1,1,1,0
Community Manger,Peru,Soltero/A,Peru,1025,Fuego Tv,Peru,Diseno Multimedia,Edicion De Video,2,4,Instituto Superior Sise,Peru,Otra,Ingles,En Curso,Otro,7,4,1,2,1,0
Consultor Cloud,Peru,Soltero/A,Peru,2500,Tul,Colombia,Otras Ingenierias,Devops Engineer,5,8,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,En Curso,Otro,6,2,4,1,5,0
Analista Programador Php,Peru,Soltero/A,Peru,3500,Sigcomt,Peru,Programacion,Desarrollador,3,3,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,En Curso,Otro,1,3,13,1,3,0
Cloud Specialist,Peru,Soltero/A,Peru,1500,Freelance,Peru,Tecnologia / Sistemas,Freelance,4,7,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,En Curso,Otro,4,2,4,1,5,0
Cloud Specialist,Peru,Soltero/A,Peru,2000,Teracloud,Peru,Tecnologia / Sistemas,Junior Devops Engineer,4,7,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,En Curso,Otro,5,2,4,1,5,0
Practicante De Procesos,Peru,Soltero/A,Peru,3000,Detroit Power System,Peru,Ingenieria Industrial,Supervisor De Garantia Y Confiabilidad,10,10,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,En Curso,Otro,7,4,3,1,11,0
Desarrollador Full Stack,Peru,Soltero/A,Peru,3500,"Grupo Delaware Peru, S.A.C",Peru,Tecnologia / Sistemas,Analista Programador,4,4,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Otro,6,2,17,1,0,0
Programador .Net,Peru,Soltero/A,Peru,7000,Peru Apps Sac,Peru,Tecnologia / Sistemas,Full Stack,6,5,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Terciario/Tecnico,7,2,15,1,8,0
Programador .Net,Peru,Soltero/A,Peru,7000,Peru Apps Sac,Peru,Tecnologia / Sistemas,Full Stack,6,5,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Terciario/Tecnico,7,2,15,1,8,0
Administrador De Soporte Tecnico,Peru,Soltero/A,Peru,3000,Xpress Technology Services Xts,Peru,Tecnologias De La Informacion,Supervisor De Soporte Tecnico Mesa De Ayuda,8,6,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Otro,10,3,9,1,2,0
Analista De Calidad,Peru,Soltero/A,Peru,3500,Exact S.A.C - Empresa Especialista En Gestion Documental,Peru,Ingenieria Industrial,Analista De Proyectos Bpm,4,10,Otros,Peru,Otra,Ingles,Graduado,Otro,13,4,6,3,0,0
Automatizador De Procesos,Peru,Soltero/A,Peru,3500,Exact S.A.C - Empresa Especialista En Gestion Documental,Peru,Ingenieria Industrial,Analista De Proyectos Bpm,5,10,Otros,Peru,Otra,Ingles,Graduado,Otro,13,4,6,3,0,0
Lider Tecnico,Peru,Soltero/A,Peru,5500,Aditiva Sac,Peru,Tecnologia / Sistemas,Analista Programador,8,8,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Otro,10,5,18,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,1300,Serwell Sac,Peru,Comercial,Ejecutivo Comercial,1,3,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,En Curso,Otro,8,2,5,1,15,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1000,Jast Corredores De Seguros,Peru,Otros,Auxiliar De Oficina,1,6,Escuela Internacional De Gerencia Eiger,Peru,Otra,Ingles,Graduado,Terciario/Tecnico,6,2,5,1,7,0
Gestor De Servicios De Ti,Peru,Casado/A,Peru,3500,Telefonica Del Peru,Peru,Telecomunicaciones,Especialista En Redes Lan,8,7,Instituto De Idiomas De La Universidad Catolica,Peru,Otra,Ingles,En Curso,Otro,11,8,12,1,6,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,3500,New Digital Partners S.A.C.,Peru,Comercial,Ejecutiva De Cuentas,12,7,Centro De Idiomas De La Universidad Del Pacifico,Peru,Otra,Ingles,En Curso,Otro,7,4,2,1,2,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,750,Programa Fise,Peru,Otros,Asistente Administrativo,0,1,Centro De Idiomas De La Unv San Martin De Porres,Peru,Otra,Ingles,En Curso,Otro,7,2,1,0,1,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,930,Kmjk Sac,Peru,Recursos Humanos,Asistente De Recursos Humanos,2,2,Instituto Cultural Peruano Norteamericano,Peru,Otra,Ingles,Graduado,Terciario/Tecnico,14,2,1,1,0,0
Ejecutivo Comercial,Peru,Casado/A,Peru,2000,Lantana Boutique,Peru,Desarrollo De Negocios,Administradora,6,4,Euroidiomas,Peru,Otra,Ingles,Graduado,Terciario/Tecnico,4,2,1,1,0,0
Especialista Electronico Iot,Peru,Soltero/A,Peru,1500,Hallwiya,Peru,Ingenieria De Producto,Ingeniero De Productos,8,7,Asociacion Cultural Peruano Britanica,Peru,Otra,Ingles,Graduado,Otro,14,2,1,1,4,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,1000,Facultad De Ciencias Uni,Peru,Otras Ingenierias,Miembro Del Programa De Tutorias,6,5,Asociacion Cultural Peruano Britanica,Peru,Tecnico,Ingles,Graduado,Otro,5,2,8,1,2,0
Especialista Cloud,Peru,Soltero/A,Peru,2000,Molitalia S.A.C,Peru,Sistemas,Tecnico De Soporte De Ti,3,6,Asociacion Cultural Peruano Britanica,Peru,Ciencias De La Educacion,Ingles,Abandonado,Terciario/Tecnico,5,2,12,1,2,0
Analista De Sistemas,Peru,Soltero/A,Peru,5000,Zrii,Peru,Desarrollo De Negocios,Vendedora,9,6,Cetpro Peruano Canadiense,Peru,Ciencias Fisicas,Ingles,En Curso,Otro,16,2,16,1,3,0
Especialista Cloud,Peru,Soltero/A,Peru,3000,Indra Peru S.A.,Peru,Tecnologias De La Informacion,Gestor De Proyectos,6,6,Instituto Cultural Peruano Norteamericano,Peru,Interprete,Ingles,En Curso,Otro,7,2,11,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,1200,Lab Nutrition Corp Sac,Peru,Ventas,Jefe De Tienda / Asesor Comercial,5,6,Instituto Cultural Peruano Norteamericano,Peru,Interprete,Ingles,En Curso,Terciario/Tecnico,14,6,1,1,2,1
Ejecutivo Comercial,Peru,Soltero/A,Peru,2000,Iron Mountain,Peru,Atencion Al Cliente,Especialista De Customer Care,11,7,Instituto Cultural Peruano Norteamericano,Peru,Interprete,Ingles,En Curso,Otro,9,3,4,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2000,Iron Mountain,Peru,Atencion Al Cliente,Especialista De Customer Care,11,7,Instituto Cultural Peruano Norteamericano,Peru,Interprete,Ingles,En Curso,Otro,9,3,4,1,0,0
Analista De Calidad,Peru,Soltero/A,Peru,3200,Deister Software Peru,Peru,Analisis Funcional,Analista Funcional,7,6,Premium Cultural Institute,Peru,Interprete,Ingles,En Curso,Otro,7,3,36,1,3,0
Analista De Calidad,Peru,Soltero/A,Peru,2000,Senati,Peru,Analisis De Datos,Asesor De Ing.Sistemas E Informatica - Electronica,9,7,Cicex,Peru,Interprete,Ingles,Graduado,Terciario/Tecnico,10,5,11,2,3,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,1000,Banco De Credito Del Peru - Bcp,Peru,Tecnologias De La Informacion,Practicante Pre Profesional,3,3,Asociacion Cultural Peruano Britanica,Peru,Interprete,Ingles,Abandonado,Otro,13,2,2,1,4,0
Cloud Specialist,Peru,Soltero/A,Peru,2000,Cyberline S.R.L.,Peru,Tecnologia / Sistemas,Analista De Sistemas De Ti,2,3,Asociacion Cultural Peruano Britanica,Peru,Educacion,Ingles,En Curso,Otro,8,2,1,1,0,0
Cloud Specialist,Peru,Soltero/A,Peru,2000,Cyberline S.R.L.,Peru,Tecnologia / Sistemas,Analista De Sistemas De Ti,2,3,Asociacion Cultural Peruano Britanica,Peru,Educacion,Ingles,En Curso,Otro,8,2,1,1,0,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,930,Nuovo Profil S.A.C,Peru,Seleccion,Asistente De Seleccion Y Reclutamiento,4,5,Teacher Online,Peru,Educacion,Ingles,En Curso,Terciario/Tecnico,9,3,0,1,12,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1200,Ntt Data Peru S.A.C.,Peru,Seguros,Pss,6,4,Universidad De San Martin De Porres,Peru,Traduccion,Ingles,En Curso,Terciario/Tecnico,4,4,2,1,0,0
Analista De Calidad,Peru,Casado/A,Peru,5200,Practia Consulting S.A.C,Peru,Tecnologia / Sistemas,Analista De Qa,8,9,Asociacion Cultural Peruano Britanica,Peru,Traduccion,Ingles,En Curso,Otro,10,2,3,1,6,1
Practicante De Infrastructure & Cloud,Peru,Soltero/A,Peru,1050,Centrum Pucp,Peru,Administracion De Base De Datos,Operador De Base De Datos,3,3,Asociacion Cultural Peruano Britanica,Peru,Traduccion,Ingles,En Curso,Terciario/Tecnico,8,3,6,1,7,0
Asistente De Pmo,Peru,Soltero/A,Peru,2000,Centrum Pucp,Peru,Administracion De Base De Datos,Base De Datos,3,3,Asociacion Cultural Peruano Britanica,Peru,Traduccion,Ingles,En Curso,Terciario/Tecnico,8,3,6,1,7,0
Bootcamp G&S | Infrastructure & Cloud,Peru,Soltero/A,Peru,1200,Inversiones Lamariel Sac,Peru,Gerencia / Direccion General,Jefe De Tienda,3,2,Asociacion Cultural Peruano Britanica,Peru,Traduccion,Ingles,Graduado,Terciario/Tecnico,6,2,3,2,1,0
Analista Programador .Net,Peru,Soltero/A,Peru,4800,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Analista Programador,7,6,Instituto Cultural Peruano Norteamericano,Peru,Traduccion,Ingles,Graduado,Otro,10,6,27,1,4,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1025,Sodimac Peru,Peru,Produccion,Operario De Almacen,2,6,Instituto Cultural Peruano Norteamericano,Peru,Traduccion,Ingles,Graduado,Terciario/Tecnico,8,2,4,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,3000,Gestion De Servicios Compartidos Sac,Peru,Planeamiento Comercial,Analista Comercial,3,5,Asociacion Cultural Peruano Britanica,Peru,Traduccion,Ingles,En Curso,Terciario/Tecnico,8,3,6,1,6,0
Analista De Calidad,Peru,Soltero/A,Peru,1400,Heap Leanching Consulting Sac,Peru,Otras Ingenierias,Coordinadora Sig,7,8,Euroidiomas,Peru,Traduccion,Ingles,Graduado,Otro,4,6,9,2,0,0
Practicante De Recursos Humanos,Peru,Soltero/A,Peru,1200,Chain Services Ti S.A.C. - Csti,Peru,Seleccion,It Recruiter,1,4,Asociacion Cultural Peruano Britanica,Peru,Historia,Ingles,Graduado,Otro,6,2,1,1,2,0
Practicante De Procesos,Peru,Soltero/A,Peru,1000,Supermercados Peruanos S.A,Peru,Administracion,Administrador,6,4,Asociacion Cultural Peruano Britanica,Peru,Historia,Ingles,En Curso,Otro,10,3,4,2,3,0
Asistente Social,Peru,Soltero/A,Peru,1000,Empresa Holgus,Peru,Administracion,Asistente Administrativo,1,4,Instituto Nacional De Estadistica E Informatica,Peru,Computacion / Informatica,Curso De Especializacion En Herramientas Ofimatica,Graduado,Otro,5,2,0,2,3,0
Analista De Calidad,Peru,Soltero/A,Peru,1200,Municipalidad San Martin De Porres,Peru,Compensacion Y Planilla,Asistente Administrativo,6,8,Instituto Superior Tecnologico Cimas,Peru,Computacion / Informatica,Tecnica En Ingenieria De Sistemas - 4 Ciclos,Abandonado,Terciario/Tecnico,13,4,3,0,1,0
Desarrollador Java,Peru,Soltero/A,Peru,6000,Pss Peru S.A.C.,Peru,Programacion,Desarrollador Java,6,6,Escuela Superior Politecnica Del Litoral,Ecuador,Computacion / Informatica,Licenciatura En Sistemas De Informacion,Graduado,Universitario,8,1,16,1,13,1
